id,dominio_gabarito,features_refair,features_proxy_intersecao,features_dominio_ontologia,refair_dentro_do_dominio,refair_falsos_positivos
A11US5Ll,Computer Vision,,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A11US6Ll,Computer Vision,,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A11US7Ll,Computer Vision,,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A11US8Ll,Computer Vision,age; ethnicity; gender; race; sex,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,Não,ethnicity; sex
A11US9Ll,Computer Vision,age; ethnicity; gender; race; sex,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,Não,ethnicity; sex
A11US10Ll,Computer Vision,,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A11US1O1,Computer Vision,activity; age; gender; geography; race; sex,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,Não,activity; sex
A11US2O1,Computer Vision,,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A11US3O1,Computer Vision,,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A11US4O1,Computer Vision,gender,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,Sim,
A11US5O1,Computer Vision,,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A11US6O1,Computer Vision,age; ethnicity; gender; geography; race; sex,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,Não,ethnicity; sex
A11US7O1,Computer Vision,age; ethnicity; gender; race; sex,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,Não,ethnicity; sex
A11US8O1,Computer Vision,age; ethnicity; gender; geography; race; sex,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,Não,ethnicity; sex
A11US9O1,Computer Vision,,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,—,
A11US10O1,Computer Vision,activity; age; gender; geography; race; sex,age; gender; geography; race; skin color; skin tone; skin type,age; disability; gender; geography; jersey color (athletes); race; skin color; skin tone; skin type; weight,Não,activity; sex
A12US1Ge,Social Work,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,Sim,
A12US2Ge,Social Work,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,Sim,
A12US3Ge,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US4Ge,Social Work,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,Sim,
A12US5Ge,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US6Ge,Social Work,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,Sim,
A12US7Ge,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US8Ge,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US9Ge,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US10Ge,Social Work,age; ethnicity; gender; geography; race; sex,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,Sim,
A12US1Ll,Social Work,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,Sim,
A12US2Ll,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US3Ll,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US4Ll,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US5Ll,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US6Ll,Social Work,age; gender; geography; race; sex,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,Sim,
A12US7Ll,Social Work,age; ethnicity; gender; race; sex,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,Sim,
A12US8Ll,Social Work,age; gender,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,Sim,
A12US9Ll,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US10Ll,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US1O1,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US2O1,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US3O1,Social Work,age; gender; geography; race; sex,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,Sim,
A12US4O1,Social Work,age; gender,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,Sim,
A12US5O1,Social Work,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,Sim,
A12US6O1,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US7O1,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US8O1,Social Work,age; gender,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,Sim,
A12US9O1,Social Work,,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,—,
A12US10O1,Social Work,age; ethnicity; gender; geography; sex,age; ethnicity; gender; geography; race; sex; sexual orientation,age; ethnicity; gender; gender of child; geography; race; race and ethnicity; sex; sexual orientation,Sim,
A13US1Ge,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US2Ge,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US3Ge,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US4Ge,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US5Ge,Pharmacology,age; ethnicity; gender; geography; sex,age; ethnicity; sex,age; ethnicity; sex,Não,gender; geography
A13US6Ge,Pharmacology,age; ethnicity; gender; geography; sex,age; ethnicity; sex,age; ethnicity; sex,Não,gender; geography
A13US7Ge,Pharmacology,activity; age; gender; geography; race; sex,age; ethnicity; sex,age; ethnicity; sex,Não,activity; gender; geography; race
A13US8Ge,Pharmacology,age; ethnicity; gender; geography; race; sex,age; ethnicity; sex,age; ethnicity; sex,Não,gender; geography; race
A13US9Ge,Pharmacology,author; gender; textual references to people and their demographics,age; ethnicity; sex,age; ethnicity; sex,Não,author; gender; textual references to people and their demographics
A13US10Ge,Pharmacology,age; geography; race; sex,age; ethnicity; sex,age; ethnicity; sex,Não,geography; race
A13US1Ll,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US2Ll,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US3Ll,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US4Ll,Pharmacology,age; ethnicity; gender; geography; sex,age; ethnicity; sex,age; ethnicity; sex,Não,gender; geography
A13US5Ll,Pharmacology,age; ethnicity; gender; race; sex,age; ethnicity; sex,age; ethnicity; sex,Não,gender; race
A13US6Ll,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US7Ll,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US8Ll,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US9Ll,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US10Ll,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US1O1,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US2O1,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US3O1,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US4O1,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US5O1,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US6O1,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US7O1,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US8O1,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US9O1,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A13US10O1,Pharmacology,,age; ethnicity; sex,age; ethnicity; sex,—,
A14US1Ge,Transportation,,geography; race,geography; race,—,
A14US2Ge,Transportation,age; gender,geography; race,geography; race,Não,age; gender
A14US3Ge,Transportation,,geography; race,geography; race,—,
A14US4Ge,Transportation,,geography; race,geography; race,—,
A14US5Ge,Transportation,age; ethnicity; gender; geography; sex,geography; race,geography; race,Não,age; ethnicity; gender; sex
A14US6Ge,Transportation,age; gender; race; sex,geography; race,geography; race,Não,age; gender; sex
A14US7Ge,Transportation,age; ethnicity; gender; geography; sex,geography; race,geography; race,Não,age; ethnicity; gender; sex
A14US8Ge,Transportation,,geography; race,geography; race,—,
A14US9Ge,Transportation,age; ethnicity; gender; geography; sex,geography; race,geography; race,Não,age; ethnicity; gender; sex
A14US10Ge,Transportation,age; ethnicity; gender; geography; race; sex,geography; race,geography; race,Não,age; ethnicity; gender; sex
A14US1Ll,Transportation,age; gender,geography; race,geography; race,Não,age; gender
A14US2Ll,Transportation,,geography; race,geography; race,—,
A14US3Ll,Transportation,,geography; race,geography; race,—,
A14US4Ll,Transportation,,geography; race,geography; race,—,
A14US5Ll,Transportation,,geography; race,geography; race,—,
A14US6Ll,Transportation,age; ethnicity; gender; geography; sex,geography; race,geography; race,Não,age; ethnicity; gender; sex
A14US7Ll,Transportation,,geography; race,geography; race,—,
A14US8Ll,Transportation,,geography; race,geography; race,—,
A14US9Ll,Transportation,,geography; race,geography; race,—,
A14US10Ll,Transportation,,geography; race,geography; race,—,
A14US1O1,Transportation,,geography; race,geography; race,—,
A14US2O1,Transportation,geography; race,geography; race,geography; race,Sim,
A14US3O1,Transportation,,geography; race,geography; race,—,
A14US4O1,Transportation,age; ethnicity; gender; geography; sex,geography; race,geography; race,Não,age; ethnicity; gender; sex
A14US5O1,Transportation,,geography; race,geography; race,—,
A14US6O1,Transportation,,geography; race,geography; race,—,
A14US7O1,Transportation,age; ethnicity; gender; geography,geography; race,geography; race,Não,age; ethnicity; gender
A14US8O1,Transportation,,geography; race,geography; race,—,
A14US9O1,Transportation,,geography; race,geography; race,—,
A14US10O1,Transportation,,geography; race,geography; race,—,
A15US1Ge,Economics,age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Sim,
A15US2Ge,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A15US3Ge,Economics,age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Sim,
A15US4Ge,Economics,age; ethnicity; gender; geography,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,ethnicity
A15US5Ge,Economics,age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Sim,
A15US6Ge,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A15US7Ge,Economics,textual references to people and their demographics,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,textual references to people and their demographics
A15US8Ge,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A15US9Ge,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A15US10Ge,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A15US1Ll,Economics,age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Sim,
A15US2Ll,Economics,age; ethnicity; gender; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,ethnicity
A15US3Ll,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A15US4Ll,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A15US5Ll,Economics,age; disability; gender; geography; race; race/ethnicity; religion; sexual orientation; textual references to people and their demographics,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,race/ethnicity; religion; sexual orientation; textual references to people and their demographics
A15US6Ll,Economics,age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Sim,
A15US7Ll,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A15US8Ll,Economics,age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Sim,
A15US9Ll,Economics,age; ethnicity; gender; geography; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,ethnicity
A15US10Ll,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A15US1O1,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A15US2O1,Economics,age; ethnicity; gender; geography; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,ethnicity
A15US3O1,Economics,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Sim,
A15US4O1,Economics,age; ethnicity; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,ethnicity
A15US5O1,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A15US6O1,Economics,age; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Sim,
A15US7O1,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A15US8O1,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A15US9O1,Economics,,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,—,
A15US10O1,Economics,age; ethnicity; gender; geography; sex,age; birthplace; disability; family size; gender; geography; race; sex,age; birthplace; disability; family size; gender; geography; nationality; race; sex,Não,ethnicity
A16US1Ge,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US2Ge,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US3Ge,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US4Ge,Pediatrics,age; ethnicity; gender; geography; sex,ethnicity; race,age (maternal); ethnicity; race,Não,age; gender; geography; sex
A16US5Ge,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US6Ge,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US7Ge,Pediatrics,age; ethnicity; gender; geography; sex,ethnicity; race,age (maternal); ethnicity; race,Não,age; gender; geography; sex
A16US8Ge,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US9Ge,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US10Ge,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US1Ll,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US2Ll,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US3Ll,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US4Ll,Pediatrics,age; ethnicity; gender; geography; sex,ethnicity; race,age (maternal); ethnicity; race,Não,age; gender; geography; sex
A16US5Ll,Pediatrics,age; ethnicity; gender; race; sex,ethnicity; race,age (maternal); ethnicity; race,Não,age; gender; sex
A16US6Ll,Pediatrics,age; ethnicity; gender; race; sex,ethnicity; race,age (maternal); ethnicity; race,Não,age; gender; sex
A16US7Ll,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US8Ll,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US9Ll,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US10Ll,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US1O1,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US2O1,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US3O1,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US4O1,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US5O1,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US6O1,Pediatrics,age; ethnicity; gender; geography; sex,ethnicity; race,age (maternal); ethnicity; race,Não,age; gender; geography; sex
A16US7O1,Pediatrics,gender,ethnicity; race,age (maternal); ethnicity; race,Não,gender
A16US8O1,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US9O1,Pediatrics,,ethnicity; race,age (maternal); ethnicity; race,—,
A16US10O1,Pediatrics,gender,ethnicity; race,age (maternal); ethnicity; race,Não,gender
A17US1Ge,Medicine,age; ethnicity; gender; geography; race; sex,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,Não,geography
A17US2Ge,Medicine,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,Sim,
A17US3Ge,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US4Ge,Medicine,age; ethnicity; gender; geography; sex,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,Não,geography
A17US5Ge,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US6Ge,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US7Ge,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US8Ge,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US9Ge,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US10Ge,Medicine,age; ethnicity; gender; geography; sex,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,Não,geography
A17US1Ll,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US2Ll,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US3Ll,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US4Ll,Medicine,age; ethnicity; gender; geography; sex,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,Não,geography
A17US5Ll,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US6Ll,Medicine,age; ethnicity; gender; geography; sex,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,Não,geography
A17US7Ll,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US8Ll,Medicine,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,Sim,
A17US9Ll,Medicine,age; ethnicity; gender; geography; race; sex,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,Não,geography
A17US10Ll,Medicine,age; ethnicity; gender; geography; sex,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,Não,geography
A17US1O1,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US2O1,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US3O1,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US4O1,Medicine,age; gender; geography; race; sex,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,Não,geography
A17US5O1,Medicine,age; ethnicity; gender; geography; sex,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,Não,geography
A17US6O1,Medicine,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,Sim,
A17US7O1,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US8O1,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A17US9O1,Medicine,age; ethnicity; gender; geography; sex,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,Não,geography
A17US10O1,Medicine,,age; ethnicity; gender; race; sex,age; ethnicity; gender; race; sex,—,
A18US1Ge,Radiology,,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,—,
A18US2Ge,Radiology,age; gender; geography; race; sex,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Não,gender; geography
A18US3Ge,Radiology,,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,—,
A18US4Ge,Radiology,,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,—,
A18US5Ge,Radiology,,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,—,
A18US6Ge,Radiology,age; ethnicity; gender; geography; sex,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Não,gender; geography
A18US7Ge,Radiology,age; ethnicity; gender; geography; sex,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Não,gender; geography
A18US8Ge,Radiology,age; gender; geography; race; sex,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Não,gender; geography
A18US9Ge,Radiology,,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,—,
A18US10Ge,Radiology,age; gender; geography; race; sex,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Não,gender; geography
A18US1Ll,Radiology,age; ethnicity; race; sex,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Sim,
A18US2Ll,Radiology,,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,—,
A18US3Ll,Radiology,age; ethnicity; gender; geography; sex,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Não,gender; geography
A18US4Ll,Radiology,,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,—,
A18US5Ll,Radiology,age; ethnicity; race; sex,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Sim,
A18US6Ll,Radiology,,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,—,
A18US7Ll,Radiology,age; ethnicity; gender; geography; sex,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Não,gender; geography
A18US8Ll,Radiology,,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,—,
A18US9Ll,Radiology,,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,—,
A18US10Ll,Radiology,age; ethnicity; gender; geography; sex,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Não,gender; geography
A18US1O1,Radiology,age; ethnicity; race; sex,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Sim,
A18US2O1,Radiology,,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,—,
A18US3O1,Radiology,age; ethnicity; gender; geography; sex,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Não,gender; geography
A18US4O1,Radiology,gender,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Não,gender
A18US5O1,Radiology,age; ethnicity; gender; geography; sex,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Não,gender; geography
A18US6O1,Radiology,age; ethnicity; gender; race; sex,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Não,gender
A18US7O1,Radiology,gender; geography,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,Não,gender; geography
A18US8O1,Radiology,,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,—,
A18US9O1,Radiology,,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,—,
A18US10O1,Radiology,,age; ethnicity; race; sex,age; age (of patient); ethnicity; race; sex,—,
A19US1Ge,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A19US2Ge,Finance & Marketing,,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,—,
A19US3Ge,Finance & Marketing,activity; age; gender; geography; race; sex,age; gender; geography; race; sex,activity; age; gender; geography; race; sex,Sim,
